trans_hour,trans_day,trans_month,trans_year,category,upi_number,age,trans_amount,state,zip,fraud_risk
23,18,1,2022,10,6900000032,48,51.49,41,57732,1
23,18,1,2022,13,6900000033,31,9.33,44,84540,1
23,18,1,2022,12,6900000034,21,1334.07,40,29438,1
23,18,1,2022,7,6900000035,48,6.06,41,57732,1
23,18,1,2022,0,6900000036,31,386.91,44,84540,1
23,18,1,2022,7,6900000037,48,7.57,41,57732,1
23,18,1,2022,10,6900000038,21,16.75,40,29438,1
23,18,1,2022,11,6900000039,21,799.88,40,29438,1
0,19,1,2022,2,6900000040,21,10.87,40,29438,1
0,19,1,2022,4,6900000041,58,299.07,22,48371,1
1,19,1,2022,4,6900000042,21,343.75,40,29438,1
1,19,1,2022,4,6900000043,21,311.14,40,29438,1
3,19,1,2022,4,6900000044,58,294.63,22,48371,1
3,19,1,2022,4,6900000045,79,316.09,45,23666,1
7,19,1,2022,2,6900000046,79,15.27,45,23666,1
10,19,1,2022,4,6900000047,32,66.7,14,60091,0
12,19,1,2022,6,6900000048,47,229.57,34,10962,1
16,19,1,2022,13,6900000049,79,9.5,45,23666,1
19,19,1,2022,1,6900000050,22,9.98,4,95148,0
20,19,1,2022,7,6900000051,38,65.64,49,25526,0
22,19,1,2022,11,6900000052,79,1073.35,45,23666,1
22,19,1,2022,8,6900000053,63,792.26,28,58651,1
22,19,1,2022,11,6900000054,63,878.33,28,58651,1
22,19,1,2022,11,6900000055,59,911.04,22,48371,1
23,19,1,2022,10,6900000056,47,23.71,34,10962,1
23,19,1,2022,4,6900000057,79,311.41,45,23666,1
23,19,1,2022,6,6900000058,43,127.12,2,72011,0
23,19,1,2022,8,6900000059,21,688.75,40,29438,1
23,19,1,2022,11,6900000060,21,944.46,40,29438,1
23,19,1,2022,6,6900000061,47,238.27,34,10962,1
23,19,1,2022,12,6900000062,59,939.35,22,48371,1
23,19,1,2022,1,6900000063,47,92.79,34,10962,1
23,19,1,2022,11,6900000064,79,1134.36,45,23666,1
0,20,1,2022,2,6900000065,63,17.34,28,58651,1
0,20,1,2022,4,6900000066,63,294.85,28,58651,1
1,20,1,2022,0,6900000067,47,493.5,34,10962,1
2,20,1,2022,4,6900000068,47,348.74,34,10962,1
2,20,1,2022,4,6900000069,79,300.05,45,23666,1
3,20,1,2022,9,6900000070,47,7.01,34,10962,1
3,20,1,2022,11,6900000071,47,1065.87,34,10962,1
3,20,1,2022,4,6900000072,59,271.91,22,48371,1
6,20,1,2022,4,6900000073,79,275.15,45,23666,1
7,20,1,2022,4,6900000074,43,35.41,48,54154,0
8,20,1,2022,8,6900000075,33,2.97,45,23937,0
9,20,1,2022,2,6900000076,59,9.44,22,48371,1
11,20,1,2022,8,6900000077,47,861.36,34,10962,1
12,20,1,2022,1,6900000078,40,60.49,9,33510,0
14,20,1,2022,7,6900000079,38,56.82,31,7208,0
17,20,1,2022,11,6900000080,79,1027.34,45,23666,1
18,20,1,2022,7,6900000081,43,1.53,43,78248,0
19,20,1,2022,11,6900000082,59,1191.47,22,48371,1
20,20,1,2022,5,6900000083,50,43.98,35,44902,0
20,20,1,2022,10,6900000084,30,167.2,12,52535,0
21,20,1,2022,12,6900000085,59,927.58,22,48371,1
21,20,1,2022,11,6900000086,59,997.62,22,48371,1
21,20,1,2022,5,6900000087,49,11.2,14,62360,0
21,20,1,2022,1,6900000088,41,9.59,20,21208,0
22,20,1,2022,6,6900000089,47,261.01,34,10962,1
22,20,1,2022,12,6900000090,59,865.06,22,48371,1
22,20,1,2022,6,6900000091,47,275.71,34,10962,1
23,20,1,2022,11,6900000092,59,904.58,22,48371,1
23,20,1,2022,11,6900000093,59,1014.54,22,48371,1
23,20,1,2022,12,6900000094,20,372.28,46,5461,0
23,20,1,2022,11,6900000095,79,1049.71,45,23666,1
23,20,1,2022,11,6900000096,63,994.37,28,58651,1
23,20,1,2022,8,6900000097,79,806.77,45,23666,1
23,20,1,2022,11,6900000098,63,1043.2,28,58651,1
23,20,1,2022,12,6900000099,79,1117.82,45,23666,1
2,21,1,2022,2,6900000100,22,9.18,35,45150,1
3,21,1,2022,4,6900000101,22,311.58,35,45150,1
3,21,1,2022,8,6900000102,22,729.1,35,45150,1
5,21,1,2022,0,6900000103,87,8.75,43,75661,0
7,21,1,2022,2,6900000104,22,10.34,35,45150,1
8,21,1,2022,8,6900000105,35,165.93,45,22046,0
12,21,1,2022,10,6900000106,21,24.14,21,4287,0
13,21,1,2022,4,6900000107,51,320.59,17,40170,1
13,21,1,2022,10,6900000108,48,60.6,43,76665,0
14,21,1,2022,0,6900000109,90,17.35,29,68641,0
14,21,1,2022,6,6900000110,40,40.5,42,37132,0
15,21,1,2022,11,6900000111,51,917.52,17,40170,1
16,21,1,2022,9,6900000112,40,3.63,31,7750,0
19,21,1,2022,13,6900000113,19,8.5,2,71960,0
19,21,1,2022,1,6900000114,43,113.3,5,80120,0
22,21,1,2022,12,6900000115,22,1009.62,35,45150,1
22,21,1,2022,10,6900000116,51,50.66,17,40170,1
22,21,1,2022,12,6900000117,22,797.87,35,45150,1
22,21,1,2022,1,6900000118,48,19.89,43,76665,0
22,21,1,2022,0,6900000119,44,3.14,22,48034,0
22,21,1,2022,11,6900000120,22,1122.38,35,45150,1
22,21,1,2022,11,6900000121,22,1002.29,35,45150,1
23,21,1,2022,12,6900000122,22,704.6,35,45150,1
23,21,1,2022,12,6900000123,22,810.35,35,45150,1
23,21,1,2022,12,6900000124,22,867.76,35,45150,1
23,21,1,2022,8,6900000125,51,767.97,17,40170,1
23,21,1,2022,13,6900000126,22,9.69,35,45150,1
23,21,1,2022,11,6900000127,51,1058.68,17,40170,1
0,22,1,2022,4,6900000128,22,301.8,35,45150,1
0,22,1,2022,9,6900000129,32,6.83,9,33872,1
0,22,1,2022,2,6900000130,60,62.28,1,36009,0
0,22,1,2022,4,6900000131,78,74.79,41,57717,0
1,22,1,2022,1,6900000132,32,109.69,9,33872,1
2,22,1,2022,12,6900000133,32,746.76,9,33872,1
3,22,1,2022,11,6900000134,32,1155.71,9,33872,1
3,22,1,2022,12,6900000135,32,885.64,9,33872,1
3,22,1,2022,8,6900000136,56,4.33,27,27807,0
3,22,1,2022,12,6900000137,32,771.55,9,33872,1
7,22,1,2022,4,6900000138,22,293.52,35,45150,1
8,22,1,2022,0,6900000139,92,1.06,19,1612,0
8,22,1,2022,2,6900000140,40,61.91,1,35776,0
9,22,1,2022,11,6900000141,92,368.34,2,72513,0
9,22,1,2022,2,6900000142,51,19.43,17,40170,1
10,22,1,2022,12,6900000143,32,913.75,9,33872,1
10,22,1,2022,9,6900000144,32,8.63,9,33872,1
11,22,1,2022,12,6900000145,32,135.07,45,23303,0
12,22,1,2022,9,6900000146,39,147.7,24,63867,0
15,22,1,2022,7,6900000147,28,33.33,10,31046,0
17,22,1,2022,8,6900000148,21,66.99,12,51006,0
18,22,1,2022,5,6900000149,46,25.23,22,49895,0
21,22,1,2022,11,6900000150,51,1036.56,17,40170,1
22,22,1,2022,11,6900000151,51,990.45,17,40170,1
22,22,1,2022,13,6900000152,32,10.68,9,33872,1
22,22,1,2022,10,6900000153,46,23.48,14,61454,0
22,22,1,2022,4,6900000154,51,330.24,17,40170,1
23,22,1,2022,10,6900000155,32,17.52,9,33872,1
23,22,1,2022,7,6900000156,32,21.12,9,33872,1
23,22,1,2022,7,6900000157,32,16.1,9,33872,1
23,22,1,2022,11,6900000158,51,938.82,17,40170,1
23,22,1,2022,11,6900000159,22,1182.65,35,45150,1
23,22,1,2022,11,6900000160,22,1115.06,35,45150,1
23,22,1,2022,11,6900000161,22,5.42,4,95148,0
2,23,1,2022,9,6900000162,44,360.99,47,98233,0
2,23,1,2022,12,6900000163,32,706.66,9,33872,1
3,23,1,2022,2,6900000164,39,53.47,24,63867,0
3,23,1,2022,11,6900000165,32,1079.64,9,33872,1
9,23,1,2022,4,6900000166,69,80.86,40,29061,0
9,23,1,2022,3,6900000167,34,47.17,27,28659,0
12,23,1,2022,5,6900000168,21,40.08,48,54487,0
15,23,1,2022,13,6900000169,44,496.7,35,45051,0
23,23,1,2022,6,6900000170,27,83.97,15,47451,0
3,24,1,2022,4,6900000171,18,317.62,48,54980,1
4,24,1,2022,4,6900000172,18,316.88,48,54980,1
4,24,1,2022,9,6900000173,35,35.11,28,58769,0
13,24,1,2022,11,6900000174,47,14.9,34,12037,0
16,24,1,2022,6,6900000175,28,11.49,34,12419,0
17,24,1,2022,10,6900000176,49,35.74,22,48202,0
17,24,1,2022,11,6900000177,18,980.77,48,54980,1
17,24,1,2022,12,6900000178,39,70.5,22,49854,0
18,24,1,2022,12,6900000179,20,161.25,15,46346,0
20,24,1,2022,11,6900000180,44,7.83,47,98233,0
22,24,1,2022,5,6900000181,66,39.25,36,73754,0
23,24,1,2022,7,6900000182,18,15.68,48,54980,1
0,25,1,2022,3,6900000183,32,24.42,2,72583,0
0,25,1,2022,2,6900000184,18,10.64,48,54980,1
1,25,1,2022,2,6900000185,18,10.02,48,54980,1
3,25,1,2022,8,6900000186,38,6.96,31,8014,0
5,25,1,2022,11,6900000187,55,127.02,44,84325,0
7,25,1,2022,0,6900000188,61,132.16,35,44483,0
14,25,1,2022,10,6900000189,82,2.3,34,11419,0
14,25,1,2022,10,6900000190,31,24.1,43,79772,0
19,25,1,2022,1,6900000191,42,39.69,23,56546,0
20,25,1,2022,10,6900000192,28,15.64,34,12419,0
20,25,1,2022,6,6900000193,36,79.55,38,17088,0
21,25,1,2022,13,6900000194,50,3.14,35,44902,0
22,25,1,2022,7,6900000195,18,19.05,48,54980,1
22,25,1,2022,12,6900000196,18,1172.01,48,54980,1
23,25,1,2022,11,6900000197,18,1075.29,48,54980,1
23,25,1,2022,8,6900000198,18,775.1,48,54980,1
0,26,1,2022,4,6900000199,50,73.47,15,46143,0
1,26,1,2022,8,6900000200,29,8.57,44,84002,0
3,26,1,2022,2,6900000201,35,55.42,43,77412,0
3,26,1,2022,1,6900000202,64,151.61,34,12992,0
7,26,1,2022,11,6900000203,36,85.15,38,17088,0
11,26,1,2022,2,6900000204,46,56.19,1,35811,0
14,26,1,2022,12,6900000205,28,88.43,43,78584,0
17,26,1,2022,7,6900000206,80,8.61,2,72524,0
17,26,1,2022,6,6900000207,74,43.61,23,56019,0
0,27,1,2022,2,6900000208,19,44.91,43,77566,0
0,27,1,2022,2,6900000209,60,61.29,34,13615,0
1,27,1,2022,4,6900000210,26,329.83,4,92267,1
1,27,1,2022,2,6900000211,47,9.89,14,62935,1
2,27,1,2022,4,6900000212,47,369,14,62935,1
2,27,1,2022,9,6900000213,47,919.58,14,62935,1
2,27,1,2022,4,6900000214,79,310.76,35,43160,1
3,27,1,2022,12,6900000215,47,740.2,14,62935,1
3,27,1,2022,12,6900000216,62,8.79,47,98304,0
4,27,1,2022,4,6900000217,59,127.56,21,4680,0
4,27,1,2022,4,6900000218,26,298.01,4,92267,1
10,27,1,2022,3,6900000219,20,41.43,46,5461,0
10,27,1,2022,3,6900000220,29,53.87,44,84532,0
13,27,1,2022,5,6900000221,44,73.17,34,14778,0
13,27,1,2022,12,6900000222,47,744.69,14,62935,1
13,27,1,2022,8,6900000223,79,761.3,35,43160,1
14,27,1,2022,1,6900000224,20,17.66,46,5461,0
14,27,1,2022,9,6900000225,17,2.79,25,38677,0
17,27,1,2022,6,6900000226,44,9.54,14,62262,0
18,27,1,2022,6,6900000227,33,11.21,22,48438,0
19,27,1,2022,11,6900000228,79,999.18,35,43160,1
20,27,1,2022,4,6900000229,79,317.2,35,43160,1
20,27,1,2022,13,6900000230,23,5.72,43,77327,0
21,27,1,2022,10,6900000231,45,83.14,27,28073,0
22,27,1,2022,5,6900000232,61,54.49,12,52768,0
22,27,1,2022,8,6900000233,26,1043.38,4,92267,1
22,27,1,2022,11,6900000234,21,4.13,40,29455,0
22,27,1,2022,11,6900000235,26,1189.69,4,92267,1
22,27,1,2022,0,6900000236,47,609.41,14,62935,1
23,27,1,2022,5,6900000237,47,21.26,14,62935,1
23,27,1,2022,4,6900000238,26,289.8,4,92267,1
23,27,1,2022,12,6900000239,26,795.01,4,92267,1
23,27,1,2022,12,6900000240,47,999.45,14,62935,1
23,27,1,2022,1,6900000241,47,65.11,13,83646,0
23,27,1,2022,6,6900000242,53,9.46,27,28901,0
23,27,1,2022,5,6900000243,47,21.47,14,62935,1
0,28,1,2022,4,6900000244,26,296.87,4,92267,1
1,28,1,2022,4,6900000245,26,294.02,4,92267,1
2,28,1,2022,4,6900000246,31,295.07,4,92101,1
3,28,1,2022,4,6900000247,26,321.49,4,92267,1
3,28,1,2022,4,6900000248,79,314.86,35,43160,1
3,28,1,2022,4,6900000249,31,276.99,4,92101,1
5,28,1,2022,4,6900000250,45,115.46,6,6782,0
5,28,1,2022,4,6900000251,31,306.2,4,92101,1
6,28,1,2022,3,6900000252,33,85.9,38,19007,0
7,28,1,2022,8,6900000253,65,24.73,34,12910,0
8,28,1,2022,4,6900000254,31,290.89,4,92101,1
9,28,1,2022,12,6900000255,55,2.75,19,2630,0
10,28,1,2022,4,6900000256,57,89.66,20,21087,0
12,28,1,2022,6,6900000257,41,67.78,2,72476,0
13,28,1,2022,6,6900000258,73,31.05,38,15449,0
13,28,1,2022,5,6900000259,19,10.93,25,38761,0
14,28,1,2022,12,6900000260,79,1004.83,35,43160,1
14,28,1,2022,0,6900000261,42,67.51,38,16034,0
14,28,1,2022,6,6900000262,22,4.12,35,45150,0
17,28,1,2022,12,6900000263,47,4.53,35,45331,0
17,28,1,2022,7,6900000264,27,101.81,14,60432,0
20,28,1,2022,6,6900000265,57,5.61,4,90403,0
20,28,1,2022,7,6900000266,53,112.53,20,21865,0
20,28,1,2022,1,6900000267,20,88.52,34,11217,0
21,28,1,2022,8,6900000268,19,4.88,43,77566,0
21,28,1,2022,8,6900000269,20,9.97,34,11217,0
22,28,1,2022,12,6900000270,48,66.88,43,76665,0
22,28,1,2022,5,6900000271,63,105.18,38,16037,0
22,28,1,2022,11,6900000272,35,8.72,43,79539,0
22,28,1,2022,10,6900000273,79,21.73,35,43160,1
22,28,1,2022,11,6900000274,31,1005.31,4,92101,1
22,28,1,2022,4,6900000275,26,287.42,4,92267,1
23,28,1,2022,11,6900000276,31,1058.01,4,92101,1
23,28,1,2022,0,6900000277,41,102.99,1,35049,0
23,28,1,2022,8,6900000278,79,658.54,35,43160,1
23,28,1,2022,11,6900000279,31,1037,4,92101,1
0,29,1,2022,2,6900000280,35,13.2,36,73559,1
0,29,1,2022,4,6900000281,54,79.71,42,38079,0
0,29,1,2022,9,6900000282,35,726.63,36,73559,1
0,29,1,2022,3,6900000283,56,11.33,43,77027,1
0,29,1,2022,9,6900000284,35,814.83,36,73559,1
1,29,1,2022,8,6900000285,21,775.67,27,28033,1
1,29,1,2022,4,6900000286,56,287,43,77027,1
1,29,1,2022,4,6900000287,31,285.88,4,92101,1
1,29,1,2022,4,6900000288,26,217.52,44,84003,0
1,29,1,2022,8,6900000289,31,731.6,4,92101,1
2,29,1,2022,2,6900000290,21,10.57,27,28033,1
2,29,1,2022,2,6900000291,56,9.02,43,77027,1
3,29,1,2022,4,6900000292,31,326.94,4,92101,1
4,29,1,2022,2,6900000293,21,8.27,27,28033,1
5,29,1,2022,2,6900000294,46,60.62,1,35747,0
8,29,1,2022,4,6900000295,75,129.12,43,76566,0
11,29,1,2022,4,6900000296,91,136.37,38,18357,0
12,29,1,2022,6,6900000297,92,69.79,2,72513,0
13,29,1,2022,12,6900000298,56,865.48,43,77027,1
13,29,1,2022,7,6900000299,35,56.82,22,48214,0
14,29,1,2022,0,6900000300,14,57.46,14,60958,0
15,29,1,2022,0,6900000301,46,25.94,1,35811,0
17,29,1,2022,4,6900000302,19,71.2,25,38761,0
18,29,1,2022,5,6900000303,72,3.48,38,16421,0
19,29,1,2022,1,6900000304,46,77.96,1,35811,0
20,29,1,2022,1,6900000305,37,26.11,49,26292,0
21,29,1,2022,6,6900000306,40,69.66,43,76445,0
21,29,1,2022,10,6900000307,38,35.45,49,25526,0
22,29,1,2022,10,6900000308,35,18.08,36,73559,1
22,29,1,2022,8,6900000309,56,666.7,43,77027,1
22,29,1,2022,11,6900000310,56,947.47,43,77027,1
22,29,1,2022,11,6900000311,21,1006.51,27,28033,1
22,29,1,2022,13,6900000312,31,7.54,9,33040,0
23,29,1,2022,7,6900000313,35,16.33,36,73559,1
23,29,1,2022,11,6900000314,21,930.92,27,28033,1
23,29,1,2022,12,6900000315,31,715.29,4,92101,1
23,29,1,2022,0,6900000316,35,495.2,36,73559,1
23,29,1,2022,8,6900000317,56,808.25,43,77027,1
23,29,1,2022,13,6900000318,35,9.42,36,73559,1
0,30,1,2022,2,6900000319,21,12.34,27,28033,1
0,30,1,2022,12,6900000320,29,986.53,24,64019,1
1,30,1,2022,11,6900000321,29,1041.76,24,64019,1
1,30,1,2022,4,6900000322,21,270.28,27,28033,1
1,30,1,2022,4,6900000323,32,325.7,7,20036,1
2,30,1,2022,12,6900000324,32,649.14,7,20036,1
2,30,1,2022,8,7086000000,29,857.67,24,64019,1
14,30,1,2022,6,7086000001,32,282.39,7,20036,1
15,30,1,2022,5,7086000002,38,8.75,31,7208,0
16,30,1,2022,12,7086000003,46,881.11,38,15920,1
19,30,1,2022,7,7086000004,46,22.95,38,15920,1
20,30,1,2022,7,7086000005,24,149.05,18,70726,0
22,30,1,2022,13,7086000006,21,8.84,27,28033,1
22,30,1,2022,6,7086000007,29,241.08,24,64019,1
22,30,1,2022,7,7086000008,29,19.77,24,64019,1
22,30,1,2022,1,7086000009,32,138.51,7,20036,1
22,30,1,2022,10,7086000010,35,19.69,36,73559,1
23,30,1,2022,0,7086000011,29,540.67,24,64019,1
23,30,1,2022,7,7086000012,32,18.47,7,20036,1
23,30,1,2022,1,7086000013,43,28.65,22,48850,0
23,30,1,2022,11,7086000014,35,1024.66,9,32044,1
23,30,1,2022,12,7086000015,35,801.76,9,32044,1
23,30,1,2022,9,7086000016,35,7.32,9,32044,1
0,31,1,2022,12,7086000017,32,972.51,7,20036,1
0,31,1,2022,1,7086000018,54,49.33,22,48154,0
0,31,1,2022,12,7086000019,29,868.34,24,64019,1
0,31,1,2022,11,7086000020,46,921.24,38,15920,1
1,31,1,2022,12,7086000021,46,1090.67,38,15920,1
1,31,1,2022,11,7086000022,46,1043.59,38,15920,1
2,31,1,2022,8,7086000023,32,769.13,7,20036,1
2,31,1,2022,4,7086000024,48,291.92,4,95688,1
2,31,1,2022,2,7086000025,46,12.41,38,15920,1
2,31,1,2022,4,7086000026,29,290.2,24,64019,1
3,31,1,2022,2,7086000027,35,11.68,9,32044,1
3,31,1,2022,9,7086000028,46,741.98,38,15920,1
12,31,1,2022,7,7086000029,46,21.93,38,15920,1
16,31,1,2022,9,7086000030,61,8.94,35,44483,1
17,31,1,2022,6,7086000031,34,87.75,43,76008,0
17,31,1,2022,8,7086000032,48,820.25,4,95688,1
17,31,1,2022,6,7086000033,37,6.93,49,26292,0
18,31,1,2022,10,7086000034,49,30.34,12,52576,0
19,31,1,2022,0,7086000035,32,50.55,9,32960,0
20,31,1,2022,10,7086000036,15,55.21,10,31771,0
22,31,1,2022,11,7086000037,48,1084.55,4,95688,1
22,31,1,2022,10,7086000038,35,21.49,9,32044,1
22,31,1,2022,1,7086000039,32,101.13,7,20036,1
22,31,1,2022,7,7086000040,46,22.35,38,15920,1
22,31,1,2022,8,7086000041,35,906.8,9,32044,1
22,31,1,2022,0,7086000042,29,424.38,24,64019,1
23,31,1,2022,12,7086000043,61,1008.53,35,44483,1
23,31,1,2022,0,7086000044,29,474.24,24,64019,1
23,31,1,2022,6,7086000045,32,281.8,7,20036,1
23,31,1,2022,8,7086000046,61,772.48,35,44483,1
23,31,1,2022,4,7086000047,35,301.44,9,32044,1
23,31,1,2022,7,7086000048,29,20.21,24,64019,1
23,31,1,2022,6,7086000049,32,271.41,7,20036,1
23,31,1,2022,9,7086000050,48,8.57,4,95688,1
23,31,1,2022,7,7086000051,35,19.34,9,32044,1
23,31,1,2022,8,7086000052,61,1024.58,35,44483,1
23,31,1,2022,12,7086000053,46,1129.56,38,15920,1
23,31,1,2022,1,7086000054,46,116.45,38,15920,1
1,2,1,2022,2,7086000055,48,9.17,4,95688,1
1,2,1,2022,12,7086000056,41,891.41,23,56117,1
1,2,1,2022,9,7086000057,41,840.58,23,56117,1
1,2,1,2022,12,7086000058,41,791.99,23,56117,1
1,2,1,2022,4,7086000059,61,303.8,35,44483,1
1,2,1,2022,4,7086000060,28,280.48,38,15480,1
2,2,1,2022,4,7086000061,61,280.66,35,44483,1
2,2,1,2022,3,7086000062,61,13.13,35,44483,1
2,2,1,2022,2,7086000063,41,11.1,23,56117,1
3,2,1,2022,4,7086000064,48,259.96,4,95688,1
9,2,1,2022,2,7086000065,30,32.14,35,45307,0
14,2,1,2022,0,7086000066,44,64.95,47,98233,0
16,2,1,2022,6,7086000067,20,43.97,46,5461,0
18,2,1,2022,5,7086000068,41,19.69,23,56117,1
19,2,1,2022,7,7086000069,41,21.23,23,56117,1
21,2,1,2022,0,7086000070,33,15.45,22,48438,0
22,2,1,2022,7,7086000071,41,22.48,23,56117,1
22,2,1,2022,10,7086000072,41,21.61,23,56117,1
22,2,1,2022,4,7086000073,28,294.65,38,15480,1
22,2,1,2022,11,7086000074,61,1062.15,35,44483,1
23,2,1,2022,12,7086000075,61,965.64,35,44483,1
23,2,1,2022,8,7086000076,61,938.73,35,44483,1
23,2,1,2022,10,7086000077,41,19.54,23,56117,1
23,2,1,2022,10,7086000078,48,19.83,4,95688,1
0,2,2,2022,9,7086000079,55,131.27,34,13484,0
0,2,2,2022,9,7086000080,29,834.58,28,58569,1
1,2,2,2022,8,7086000081,41,716.13,23,56117,1
1,2,2,2022,8,7086000082,29,831.58,28,58569,1
2,2,2,2022,4,7086000083,75,327.71,18,70447,1
2,2,2,2022,2,7086000084,75,14.1,18,70447,1
2,2,2,2022,4,7086000085,37,184.64,47,99323,0
2,2,2,2022,11,7086000086,41,1097.35,23,56117,1
2,2,2,2022,4,7086000087,75,310.94,18,70447,1
3,2,2,2022,2,7086000088,28,6.5,38,15480,1
3,2,2,2022,12,7086000089,29,1025.62,28,58569,1
7,2,2,2022,11,7086000090,56,136.13,34,10970,0
12,2,2,2022,6,7086000091,54,148.5,22,49879,0
12,2,2,2022,12,7086000092,35,1.02,43,75662,0
14,2,2,2022,11,7086000093,28,1000.9,38,15480,1
14,2,2,2022,11,7086000094,75,924.76,18,70447,1
18,2,2,2022,6,7086000095,54,41.64,12,50421,0
19,2,2,2022,11,7086000096,28,997.56,38,15480,1
20,2,2,2022,10,7086000097,42,21.66,20,20895,0
20,2,2,2022,1,7086000098,45,18.12,27,28073,0
21,2,2,2022,10,7086000099,28,21.58,38,15480,1
22,2,2,2022,5,7086000100,67,38.52,18,70732,0
22,2,2,2022,13,7086000101,75,9.4,18,70447,1
22,2,2,2022,11,7086000102,28,917.19,38,15480,1
22,2,2,2022,11,7086000103,28,1097.76,38,15480,1
23,2,2,2022,11,7086000104,28,955.85,38,15480,1
23,2,2,2022,11,7086000105,75,981.32,18,70447,1
23,2,2,2022,12,7086000106,29,831.73,28,58569,1
23,2,2,2022,5,7086000107,41,19.8,23,56117,1
23,2,2,2022,4,7086000108,28,295.4,38,15480,1
23,2,2,2022,5,7086000109,29,20.13,28,58569,1
0,2,3,2022,11,7086000110,29,1103.76,28,58569,1
0,2,3,2022,4,7086000111,48,301.32,43,78040,1
1,2,3,2022,4,7086000112,48,290.99,43,78040,1
1,2,3,2022,12,7086000113,29,922.1,28,58569,1
2,2,3,2022,11,7086000114,29,969.63,28,58569,1
2,2,3,2022,12,7086000115,29,1034.8,28,58569,1
2,2,3,2022,4,7086000116,38,293.95,43,79063,1
2,2,3,2022,12,7086000117,63,3.69,15,47110,0
3,2,3,2022,12,7086000118,29,905.96,28,58569,1
7,2,3,2022,11,7086000119,51,2.51,29,68403,0
8,2,3,2022,2,7086000120,26,77.07,35,45801,0
9,2,3,2022,4,7086000121,48,315.56,43,78040,1
9,2,3,2022,4,7086000122,38,307.64,43,79063,1
10,2,3,2022,11,7086000123,68,4.71,24,64726,0
10,2,3,2022,2,7086000124,44,67.52,38,17850,0
14,2,3,2022,13,7086000125,57,6.18,35,43903,0
14,2,3,2022,10,7086000126,47,123.65,12,51521,0
17,2,3,2022,11,7086000127,38,5.94,29,68859,0
18,2,3,2022,13,7086000128,50,2.25,28,58765,0
18,2,3,2022,7,7086000129,54,100.65,37,97403,0
20,2,3,2022,11,7086000130,75,970.33,18,70447,1
21,2,3,2022,6,7086000131,35,46.62,38,15484,0
21,2,3,2022,7,7086000132,42,178.57,21,4555,0
22,2,3,2022,11,7086000133,75,1052.65,18,70447,1
22,2,3,2022,11,7086000134,75,939.08,18,70447,1
22,2,3,2022,8,7086000135,38,648.99,43,79063,1
22,2,3,2022,4,7086000136,38,287.51,43,79063,1
22,2,3,2022,5,7086000137,29,18.05,28,58569,1
23,2,3,2022,11,7086000138,38,1146.99,43,79063,1
23,2,3,2022,11,7086000139,75,897.11,18,70447,1
23,2,3,2022,12,7086000140,75,802.49,18,70447,1
0,2,4,2022,8,7086000141,48,608.15,43,78040,1
0,2,4,2022,4,7086000142,48,292.74,43,78040,1
1,2,4,2022,4,7086000143,48,292.88,43,78040,1
1,2,4,2022,2,7086000144,48,13.08,43,78040,1
2,2,4,2022,2,7086000145,38,10.47,43,79063,1
5,2,4,2022,3,7086000146,14,27.95,14,60958,0
6,2,4,2022,4,7086000147,38,309.74,43,79063,1
10,2,4,2022,2,7086000148,31,68.87,3,85173,0
10,2,4,2022,11,7086000149,83,5.48,31,7711,0
13,2,4,2022,10,7086000150,38,20.12,43,79063,1
14,2,4,2022,5,7086000151,47,12.28,49,26339,0
14,2,4,2022,0,7086000152,60,10.97,4,96037,0
15,2,4,2022,1,7086000153,30,56.46,30,3601,0
16,2,4,2022,0,7086000154,51,61.39,14,62673,0
17,2,4,2022,10,7086000155,43,33.45,46,5733,0
18,2,4,2022,6,7086000156,47,10.34,12,51521,0
18,2,4,2022,11,7086000157,38,925.74,43,79063,1
20,2,4,2022,0,7086000158,31,365.77,38,16858,0
20,2,4,2022,10,7086000159,40,11.25,9,34112,0
21,2,4,2022,5,7086000160,40,75.16,25,39113,0
21,2,4,2022,12,7086000161,38,860.18,43,79063,1
21,2,4,2022,6,7086000162,40,163.65,34,11978,0
22,2,4,2022,8,7086000163,38,644.3,43,79063,1
22,2,4,2022,4,7086000164,38,290.79,43,79063,1
22,2,4,2022,10,7086000165,25,69.12,36,73034,0
22,2,4,2022,4,7086000166,38,297.47,43,79063,1
23,2,4,2022,6,7086000167,38,248.8,43,79063,1
23,2,4,2022,9,7086000168,35,8.1,43,77412,0
4,2,5,2022,4,7086000169,34,101.93,14,62926,0
5,2,5,2022,3,7086000170,33,44.65,45,24433,0
5,2,5,2022,12,7086000171,77,9.32,35,45342,0
5,2,5,2022,4,7086000172,29,97.79,24,64019,0
14,2,5,2022,12,7086000173,45,150.3,21,4616,0
15,2,5,2022,5,7086000174,39,45.46,49,25213,0
16,2,5,2022,10,7086000175,44,33.62,14,62262,0
17,2,5,2022,6,7086000176,51,23.14,4,96103,0
18,2,5,2022,6,7086000177,84,10.45,3,85253,0
19,2,5,2022,1,7086000178,28,37.85,34,13367,0
20,2,5,2022,10,7086000179,64,29.8,5,80824,0
0,2,6,2022,4,7086000180,60,269.86,34,14510,1
1,2,6,2022,4,7086000181,66,319.18,14,62266,1
1,2,6,2022,2,7086000182,60,11.77,34,14510,1
3,2,6,2022,4,7086000183,52,343.39,17,40820,1
3,2,6,2022,4,7086000184,66,308.55,14,62266,1
12,2,6,2022,11,7086000185,60,1084.7,34,14510,1
